mukim,state_id,district,state,postcode,locality
,,SHAH ALAM,SELANGOR,40170,"JALAN SELASIH (U12/13A, U12/13B)"
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/14A - U12/14C)
,,SHAH ALAM,SELANGOR,40170,"JALAN SELASIH (U12/15A, U12/17A)"
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/18A - U12/18E)
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/20A - U12/20C)
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/21A - U12/21E)
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/23A - U12/23D)
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/26A - U12/26D)
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/27A - U12/27C)
,,SHAH ALAM,SELANGOR,40170,JALAN SELASIH (U12/29A - U12/30A)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA DAMAI (U13/14 - U13/16)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA DAMAI (U13/14A - U13/14L)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA DAMAI (U13/15A - U13/15J)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA DAMAI (U13/16A - U13/16Q)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/1 - U13/8)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/2A - U13/2R)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/3A - U13/3T)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/4A - U13/4R)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/5A - U13/5R)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/6A - U13/6Q)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/7A - U13/7N)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA IMPIAN (U13/8A - U13/8J)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA INDAH (AB U13/AB - AE U13/AE)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA INDAH (U13/10A - U13/10G)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA INDAH (U13/11A - U13/11W)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA INDAH (U13/12A - U13/12T)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA INDAH (U13/13A - U13/Z)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA INDAH (U13/9 - U13/13)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA INDAH (U13/9A - U13/9X)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA NUSANTARA U13/19
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA PRIMA (A U13/A - V U13/V)
,,SHAH ALAM,SELANGOR,40170,JALAN SETIA PRIMA SU 13/S
,,SHAH ALAM,SELANGOR,40170,KAMPUNG BUDIMAN
,,SHAH ALAM,SELANGOR,40170,KAMPUNG BUKIT CERAKAH
,,SHAH ALAM,SELANGOR,40170,SETIA ECO PARK
,,SHAH ALAM,SELANGOR,40170,SETIA PRIMA SEKSYEN U13
,,SHAH ALAM,SELANGOR,40170,SHAH ALAM - SEKSYEN U10 - U15
,,SHAH ALAM,SELANGOR,40170,SUNWAY ALAM SURIA U10
,,SHAH ALAM,SELANGOR,40170,TAMAN ALAM BUDIMAN U10
,,SHAH ALAM,SELANGOR,40170,TAMAN BUKIT BANDARAYA U11
,,SHAH ALAM,SELANGOR,40170,TAMAN CAHAYA ALAM U12
,,SHAH ALAM,SELANGOR,40170,TAMAN DESA RHU U10
,,SHAH ALAM,SELANGOR,40170,TAMAN GREENHILL (SEKSYEN U10)
,,SHAH ALAM,SELANGOR,40170,"TAMAN PERDANA HEIGHTS, SEKSYEN U10"
,,SHAH ALAM,SELANGOR,40170,TAMAN PUNCAK PERDANA
,,SHAH ALAM,SELANGOR,40170,TAMAN SERI BULOH
,,SHAH ALAM,SELANGOR,40170,TAMAN SETIA ALAM U13
,,SHAH ALAM,SELANGOR,40170,TAMAN SUNWAY SURIA U10
,,SHAH ALAM,SELANGOR,40170,TAMAN SURIA ALAM U10
,,SHAH ALAM,SELANGOR,40200,JALAN ASAM JAWA 16/15
,,SHAH ALAM,SELANGOR,40200,JALAN ASAM PAYA 18/38
,,SHAH ALAM,SELANGOR,40200,JALAN BAKAP 17/36
,,SHAH ALAM,SELANGOR,40200,JALAN BAUNG 17/22
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL 17/3
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL DUA 17/3B
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL EMPAT 17/3D
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL ENAM 17/3F
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL LAPAN 17/3H
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL LIMA 17/3E
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL SATU 17/3A
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL SEMBILAN 17/3J
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL TIGA 17/3C
,,SHAH ALAM,SELANGOR,40200,JALAN BAWAL TUJUH 17/3G
,,SHAH ALAM,SELANGOR,40200,JALAN BAYAS 18/14
,,SHAH ALAM,SELANGOR,40200,JALAN BAYAS SATU 18/14A
,,SHAH ALAM,SELANGOR,40200,JALAN BELANAK 17/43
,,SHAH ALAM,SELANGOR,40200,JALAN BELIDA 17/5
,,SHAH ALAM,SELANGOR,40200,JALAN BELIUNG 15/11
,,SHAH ALAM,SELANGOR,40200,JALAN BERANGAN 1
,,SHAH ALAM,SELANGOR,40200,JALAN BERANGAN
,,SHAH ALAM,SELANGOR,40200,JALAN BEREMBAN 15/12
,,SHAH ALAM,SELANGOR,40200,JALAN BERTAM 18/8
,,SHAH ALAM,SELANGOR,40200,JALAN BERTAM DUA 18/8B
,,SHAH ALAM,SELANGOR,40200,JALAN BERTAM SATU 18/8A
,,SHAH ALAM,SELANGOR,40200,JALAN BERTAM TAHAN 18/7
,,SHAH ALAM,SELANGOR,40200,JALAN BERTAM TIGA 18/8C
,,SHAH ALAM,SELANGOR,40200,JALAN BETUK 17/30
,,SHAH ALAM,SELANGOR,40200,JALAN BETUK SATU 17/30A
,,SHAH ALAM,SELANGOR,40200,JALAN BICU 15/6
,,SHAH ALAM,SELANGOR,40200,JALAN BILAL WONDOR
,,SHAH ALAM,SELANGOR,40200,JALAN BILIS 17/47
,,SHAH ALAM,SELANGOR,40200,JALAN BILIS DUA 17/47B
,,SHAH ALAM,SELANGOR,40200,JALAN BILIS SATU 17/47A
,,SHAH ALAM,SELANGOR,40200,JALAN BILIS TIGA 17/47C
,,SHAH ALAM,SELANGOR,40200,JALAN CENCARU 17/11
,,SHAH ALAM,SELANGOR,40200,JALAN CENDANA
,,SHAH ALAM,SELANGOR,40200,JALAN CENGKIH 16/10
,,SHAH ALAM,SELANGOR,40200,JALAN CETAK 16/3
,,SHAH ALAM,SELANGOR,40200,JALAN CUCUR 18/13
,,SHAH ALAM,SELANGOR,40200,JALAN CUCUR KABOT 18/12
,,SHAH ALAM,SELANGOR,40200,JALAN CUCUR SATU 18/13A
,,SHAH ALAM,SELANGOR,40200,JALAN DANGSA 18/39
,,SHAH ALAM,SELANGOR,40200,JALAN DAUN PAYUNG 18/11
,,SHAH ALAM,SELANGOR,40200,JALAN DAUN SAL 18/5
,,SHAH ALAM,SELANGOR,40200,JALAN DAUN SAL SATU 18/5A
,,SHAH ALAM,SELANGOR,40200,JALAN DAWAI 16/2
,,SHAH ALAM,SELANGOR,40200,JALAN DAWAI SATU 16/2A
,,SHAH ALAM,SELANGOR,40200,JALAN DENGKIS 17/42
,,SHAH ALAM,SELANGOR,40200,JALAN ENAU 18/33
,,SHAH ALAM,SELANGOR,40200,JALAN GEBANG 18/16
,,SHAH ALAM,SELANGOR,40200,JALAN GEBANG DUA 18/16B
,,SHAH ALAM,SELANGOR,40200,JALAN GEBANG SATU 18/16A
,,SHAH ALAM,SELANGOR,40200,JALAN GEBANG TIGA 18/16C
,,SHAH ALAM,SELANGOR,40200,JALAN GELAMA 17/24
,,SHAH ALAM,SELANGOR,40200,JALAN GERGAJI 15/14
,,SHAH ALAM,SELANGOR,40200,JALAN GERUDI 15/4
,,SHAH ALAM,SELANGOR,40200,JALAN GUDANG 16/9
,,SHAH ALAM,SELANGOR,40200,JALAN GURAMI 17/29
,,SHAH ALAM,SELANGOR,40200,JALAN HALBA 16/16
,,SHAH ALAM,SELANGOR,40200,JALAN HALBA SATU 16/16A
,,SHAH ALAM,SELANGOR,40200,JALAN HALIA 16/8
,,SHAH ALAM,SELANGOR,40200,JALAN HARUAN 17/35
,,SHAH ALAM,SELANGOR,40200,JALAN HARUAN DUA 17/35B
,,SHAH ALAM,SELANGOR,40200,JALAN HARUAN SATU 17/35A
,,SHAH ALAM,SELANGOR,40200,JALAN IBUS 18/40
,,SHAH ALAM,SELANGOR,40200,JALAN IBUS DUA 18/40B
,,SHAH ALAM,SELANGOR,40200,JALAN IBUS SATU 18/40A
,,SHAH ALAM,SELANGOR,40200,JALAN JELAWAT 17/1
,,SHAH ALAM,SELANGOR,40200,JALAN JELAWAT DUA 17/1B
,,SHAH ALAM,SELANGOR,40200,JALAN JELAWAT SATU 17/1A
,,SHAH ALAM,SELANGOR,40200,JALAN JEMUJU 16/13
,,SHAH ALAM,SELANGOR,40200,JALAN JEMUJU DUA 16/13B
,,SHAH ALAM,SELANGOR,40200,JALAN JEMUJU EMPAT 16/13D
,,SHAH ALAM,SELANGOR,40200,JALAN JEMUJU LIMA 16/13E
,,SHAH ALAM,SELANGOR,40200,JALAN JEMUJU SATU 16/13A
,,SHAH ALAM,SELANGOR,40200,JALAN JEMUJU TIGA 16/13C
,,SHAH ALAM,SELANGOR,40200,JALAN JENAHAK 17/50
,,SHAH ALAM,SELANGOR,40200,JALAN JENULUNG 17/21
,,SHAH ALAM,SELANGOR,40200,JALAN JINTAN MANIS 16/10B
,,SHAH ALAM,SELANGOR,40200,JALAN JINTAN PUTIH 16/10C
,,SHAH ALAM,SELANGOR,40200,JALAN KABUNG 18/37
,,SHAH ALAM,SELANGOR,40200,JALAN KALOI 17/17
,,SHAH ALAM,SELANGOR,40200,JALAN KALOI DUA 17/17B
,,SHAH ALAM,SELANGOR,40200,JALAN KALOI EMPAT 17/17D
,,SHAH ALAM,SELANGOR,40200,JALAN KALOI SATU 17/17A
,,SHAH ALAM,SELANGOR,40200,JALAN KALOI TIGA 17/17C
,,SHAH ALAM,SELANGOR,40200,JALAN KATLA 17/49
,,SHAH ALAM,SELANGOR,40200,JALAN KAWAT 15/18
,,SHAH ALAM,SELANGOR,40200,JALAN KAYU MANIS 16/10A
,,SHAH ALAM,SELANGOR,40200,JALAN KEKEK 17/32
,,SHAH ALAM,SELANGOR,40200,JALAN KELAH 17/37
,,SHAH ALAM,SELANGOR,40200,JALAN KELAPA 18/42
,,SHAH ALAM,SELANGOR,40200,JALAN KELAPA BALI 18/43
,,SHAH ALAM,SELANGOR,40200,JALAN KELAPA GADING 18/45
,,SHAH ALAM,SELANGOR,40200,JALAN KELAPA MAWAR 18/44
,,SHAH ALAM,SELANGOR,40200,JALAN KELESA 17/4
,,SHAH ALAM,SELANGOR,40200,JALAN KELI 17/46
,,SHAH ALAM,SELANGOR,40200,JALAN KELULI 15/16
,,SHAH ALAM,SELANGOR,40200,JALAN KEMAJUAN SATU 16/17A
,,SHAH ALAM,SELANGOR,40200,JALAN KEMUDI DUA 19/38B
,,SHAH ALAM,SELANGOR,40200,JALAN KEPAU 18/4
,,SHAH ALAM,SELANGOR,40200,JALAN KEPAU DUA 18/4B
,,SHAH ALAM,SELANGOR,40200,JALAN KEPAU SATU 18/4A
,,SHAH ALAM,SELANGOR,40200,JALAN KERAI 17/38
,,SHAH ALAM,SELANGOR,40200,JALAN KERAPU 17/52
,,SHAH ALAM,SELANGOR,40200,JALAN KERAPU SATU 17/52A
,,SHAH ALAM,SELANGOR,40200,JALAN KERISI 17/25
,,SHAH ALAM,SELANGOR,40200,JALAN KERISI SATU 17/25A
,,SHAH ALAM,SELANGOR,40200,JALAN KIKIR 15/10
,,SHAH ALAM,SELANGOR,40200,JALAN KUNCI AIR
,,SHAH ALAM,SELANGOR,40200,JALAN KUNDANG 2
,,SHAH ALAM,SELANGOR,40200,JALAN KUNDANG 3
,,SHAH ALAM,SELANGOR,40200,JALAN KUNDANG
,,SHAH ALAM,SELANGOR,40200,JALAN KURAU 17/13
,,SHAH ALAM,SELANGOR,40200,JALAN KURAU DUA 17/13B
,,SHAH ALAM,SELANGOR,40200,JALAN KURAU SATU 17/3A
,,SHAH ALAM,SELANGOR,40200,JALAN KURAU TIGA 17/13C
,,SHAH ALAM,SELANGOR,40200,JALAN LADA 16/10D
,,SHAH ALAM,SELANGOR,40200,JALAN LADA HITAM 16/12
,,SHAH ALAM,SELANGOR,40200,JALAN LADA HITAM SATU 16/12A
,,SHAH ALAM,SELANGOR,40200,JALAN LADA SULAH 16/11
,,SHAH ALAM,SELANGOR,40200,JALAN LAMPAM JAWA 17/55
,,SHAH ALAM,SELANGOR,40200,JALAN LANGKAP 18/6
,,SHAH ALAM,SELANGOR,40200,JALAN LANGKAP DUA 18/6B
,,SHAH ALAM,SELANGOR,40200,JALAN LANGKAP SATU 18/6A
,,SHAH ALAM,SELANGOR,40200,JALAN LEGUNG 18/9
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/18
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/19
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/19A
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/20
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/21
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/21A
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/22
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/22A
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/23
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/23A
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS 16/24
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS A 16/A
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS B 16/B
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS C 16/C
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS D 16/D
,,SHAH ALAM,SELANGOR,40200,JALAN LENGKUAS E 16/E
,,SHAH ALAM,SELANGOR,40200,JALAN LIMBAT 17/20
,,SHAH ALAM,SELANGOR,40200,JALAN LUMPIT 18/35
,,SHAH ALAM,SELANGOR,40200,JALAN LUMPIT DUA 18/35B
,,SHAH ALAM,SELANGOR,40200,JALAN LUMPIT SATU 18/35A
,,SHAH ALAM,SELANGOR,40200,JALAN LUMPIT TIGA 16/35C
,,SHAH ALAM,SELANGOR,40200,JALAN MALUNG 17/19
,,SHAH ALAM,SELANGOR,40200,JALAN MASJID
,,SHAH ALAM,SELANGOR,40200,JALAN MAT RAJI
,,SHAH ALAM,SELANGOR,40200,JALAN MUHIBBAH 1
,,SHAH ALAM,SELANGOR,40200,JALAN MUHIBBAH
,,SHAH ALAM,SELANGOR,40200,JALAN NIAGA 16/3A
,,SHAH ALAM,SELANGOR,40200,JALAN NIBUNG 18/36
,,SHAH ALAM,SELANGOR,40200,JALAN NIBUNG SATU 18/36A
,,SHAH ALAM,SELANGOR,40200,JALAN NIPAH 18/32
,,SHAH ALAM,SELANGOR,40200,JALAN NYIUR 18/41
,,SHAH ALAM,SELANGOR,40200,JALAN NYIUR DUA 18/41B
,,SHAH ALAM,SELANGOR,40200,JALAN NYIUR EMPAT 18/41D
,,SHAH ALAM,SELANGOR,40200,JALAN NYIUR SATU 18/41A
,,SHAH ALAM,SELANGOR,40200,JALAN NYIUR TIGA 18/41C
,,SHAH ALAM,SELANGOR,40200,JALAN PADANG
,,SHAH ALAM,SELANGOR,40200,JALAN PAHAT 16/8A
,,SHAH ALAM,SELANGOR,40200,JALAN PAKU 16/6
,,SHAH ALAM,SELANGOR,40200,JALAN PALAS 18/46
,,SHAH ALAM,SELANGOR,40200,JALAN PALAS DUA 18/46B
,,SHAH ALAM,SELANGOR,40200,JALAN PALAS EMPAT 18/46D
,,SHAH ALAM,SELANGOR,40200,JALAN PALAS SATU 18/46A
,,SHAH ALAM,SELANGOR,40200,JALAN PALAS TIGA 18/46C
,,SHAH ALAM,SELANGOR,40200,JALAN PALMA 18/48
,,SHAH ALAM,SELANGOR,40200,JALAN PALMA DUA 18/48B
,,SHAH ALAM,SELANGOR,40200,JALAN PALMA EMPAT 18/48D
,,SHAH ALAM,SELANGOR,40200,JALAN PALMA SATU 18/48A
,,SHAH ALAM,SELANGOR,40200,JALAN PALMA TIGA 18/48C
,,SHAH ALAM,SELANGOR,40200,JALAN PANGSA 16/2A
,,SHAH ALAM,SELANGOR,40200,JALAN PARI 17/16
,,SHAH ALAM,SELANGOR,40200,JALAN PASAK 15/8
,,SHAH ALAM,SELANGOR,40200,JALAN PATIN 17/48
,,SHAH ALAM,SELANGOR,40200,JALAN PELAGA 17/14
,,SHAH ALAM,SELANGOR,40200,JALAN PELAGA SATU 17/14A
,,SHAH ALAM,SELANGOR,40200,JALAN PELATA 17/7
,,SHAH ALAM,SELANGOR,40200,JALAN PENGAPIT 15/19
,,SHAH ALAM,SELANGOR,40200,JALAN PENGASAH 15/13
,,SHAH ALAM,SELANGOR,40200,JALAN PENGISAR 15/9
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG 18/1
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG A 18/A
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG B 18/B
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG C 18/C
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG D 18/D
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG E 18/E
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG F 18/F
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG RAJA 18/2
,,SHAH ALAM,SELANGOR,40200,JALAN PINANG SIRI 18/3
,,SHAH ALAM,SELANGOR,40200,JALAN PLAYAR 15/1
,,SHAH ALAM,SELANGOR,40200,JALAN PUPUT 17/51
,,SHAH ALAM,SELANGOR,40200,JALAN PUYU 17/8
,,SHAH ALAM,SELANGOR,40200,JALAN RAGUM 15/17
,,SHAH ALAM,SELANGOR,40200,JALAN RELAU 16/1
,,SHAH ALAM,SELANGOR,40200,JALAN RENGGAM 15/5
,,SHAH ALAM,SELANGOR,40200,JALAN RINTING 18/29
,,SHAH ALAM,SELANGOR,40200,JALAN RIVET 15/15
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN AIR 18/20
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN DAHAN 18/21
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN GAJAH 18/22
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN GETAH 18/23
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN KERTUNG 18/24
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN KERTUNG SATU 18/24A
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN MANAU 18/25
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN SEGA 18/26
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN SEGA DUA 18/26B
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN SEGA SATU 18/26A
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN SEMAMBU 18/27
,,SHAH ALAM,SELANGOR,40200,JALAN ROTAN SEMUT 18/28
,,SHAH ALAM,SELANGOR,40200,JALAN RUMBIA 18/19
,,SHAH ALAM,SELANGOR,40200,JALAN RUMBIA DUA 18/19B
,,SHAH ALAM,SELANGOR,40200,JALAN RUMBIA SATU 18/19A
,,SHAH ALAM,SELANGOR,40200,JALAN RUYUNG 18/31
,,SHAH ALAM,SELANGOR,40200,JALAN SAGU 18/17
,,SHAH ALAM,SELANGOR,40200,JALAN SALAK 18/18
,,SHAH ALAM,SELANGOR,40200,JALAN SEBARAU 17/6
,,SHAH ALAM,SELANGOR,40200,JALAN SELANGAT 17/27
,,SHAH ALAM,SELANGOR,40200,JALAN SELAR 17/26
,,SHAH ALAM,SELANGOR,40200,JALAN SELUANG 17/53
,,SHAH ALAM,SELANGOR,40200,JALAN SEMBILANG 17/31
,,SHAH ALAM,SELANGOR,40200,JALAN SEMPADAN 16/7
,,SHAH ALAM,SELANGOR,40200,JALAN SENANGIN 17/2
,,SHAH ALAM,SELANGOR,40200,JALAN SENANGIN SATU 17/2A
,,SHAH ALAM,SELANGOR,40200,JALAN SENOHONG 17/44
,,SHAH ALAM,SELANGOR,40200,JALAN SEPANA 15/3
,,SHAH ALAM,SELANGOR,40200,JALAN SEPAT 17/57
,,SHAH ALAM,SELANGOR,40200,JALAN SEPAT SATU 17/57A
,,SHAH ALAM,SELANGOR,40200,JALAN SERDANG 18/15
,,SHAH ALAM,SELANGOR,40200,JALAN SERDANG BATU 18/47
,,SHAH ALAM,SELANGOR,40200,JALAN SERDANG DUA 18/15B
,,SHAH ALAM,SELANGOR,40200,JALAN SERDANG SATU 18/15A
,,SHAH ALAM,SELANGOR,40200,JALAN SERDANG TAHAN 18/10
,,SHAH ALAM,SELANGOR,40200,JALAN SERDANG TIGA 18/15C
,,SHAH ALAM,SELANGOR,40200,JALAN SESIKU 15/2
,,SHAH ALAM,SELANGOR,40200,JALAN SIAKAP 17/39
,,SHAH ALAM,SELANGOR,40200,JALAN SIAKAP DUA 17/39B
,,SHAH ALAM,SELANGOR,40200,JALAN SIAKAP EMPAT 17/39D
,,SHAH ALAM,SELANGOR,40200,JALAN SIAKAP SATU 17/39A
,,SHAH ALAM,SELANGOR,40200,JALAN SIAKAP TIGA 17/39C
,,SHAH ALAM,SELANGOR,40200,JALAN SOKET 15/20
,,SHAH ALAM,SELANGOR,40200,JALAN SUNGAI RASA
,,SHAH ALAM,SELANGOR,40200,JALAN SUNGAI RASAU LAMA
,,SHAH ALAM,SELANGOR,40200,JALAN TAKAL 15/21
,,SHAH ALAM,SELANGOR,40200,JALAN TALANG 17/15
,,SHAH ALAM,SELANGOR,40200,JALAN TALAPIA 17/40
,,SHAH ALAM,SELANGOR,40200,JALAN TAMBAN 17/10
,,SHAH ALAM,SELANGOR,40200,JALAN TEGAS
,,SHAH ALAM,SELANGOR,40200,JALAN TEMAKUNG 17/54
,,SHAH ALAM,SELANGOR,40200,JALAN TEMBAKUL 17/45
,,SHAH ALAM,SELANGOR,40200,JALAN TEMBAKUL DUA 17/45B
,,SHAH ALAM,SELANGOR,40200,JALAN TEMBAKUL SATU 17/45A
,,SHAH ALAM,SELANGOR,40200,JALAN TEMBAKUL TIGA 17/45C
,,SHAH ALAM,SELANGOR,40200,JALAN TENGAS 17/56
,,SHAH ALAM,SELANGOR,40200,JALAN TENGGIRI 17/23
,,SHAH ALAM,SELANGOR,40200,JALAN TERUBUK 17/33
,,SHAH ALAM,SELANGOR,40200,JALAN TERUBUK DUA 17/33B
,,SHAH ALAM,SELANGOR,40200,JALAN TERUBUK SATU 17/33A
,,SHAH ALAM,SELANGOR,40200,JALAN TERUBUK TIGA 17/33C
,,SHAH ALAM,SELANGOR,40200,JALAN TILAU 17/41
,,SHAH ALAM,SELANGOR,40200,JALAN TINGGANG 17/28
,,SHAH ALAM,SELANGOR,40200,JALAN TODAK 17/12
,,SHAH ALAM,SELANGOR,40200,JALAN TOMAN 17/58
,,SHAH ALAM,SELANGOR,40200,JALAN TOMAN DUA 17/58B
,,SHAH ALAM,SELANGOR,40200,JALAN TOMAN EMPAT 17/58D
,,SHAH ALAM,SELANGOR,40200,JALAN TOMAN SATU 17/58A
,,SHAH ALAM,SELANGOR,40200,JALAN TOMAN TIGA 17/58C
,,SHAH ALAM,SELANGOR,40200,JALAN TONGKOL 17/34
,,SHAH ALAM,SELANGOR,40200,JALAN TONGSAN 17/18
,,SHAH ALAM,SELANGOR,40200,JALAN TUKA 17/9
,,SHAH ALAM,SELANGOR,40200,JALAN TUKANG 16/4
,,SHAH ALAM,SELANGOR,40200,JALAN TUKAS 18/34
,,SHAH ALAM,SELANGOR,40200,JALAN TUKAS DUA 18/34B
,,SHAH ALAM,SELANGOR,40200,JALAN TUKAS EMPAT 18/34D
,,SHAH ALAM,SELANGOR,40200,JALAN TUKAS SATU 18/34A
,,SHAH ALAM,SELANGOR,40200,JALAN TUKAS TIGA 18/34C
,,SHAH ALAM,SELANGOR,40200,JALAN TUKUL 16/5
,,SHAH ALAM,SELANGOR,40200,JALAN TURI 18/30
,,SHAH ALAM,SELANGOR,40200,JALAN UTAS 15/7
,,SHAH ALAM,SELANGOR,40200,JALAN UTAS A 15/A
,,SHAH ALAM,SELANGOR,40200,JALAN UTAS B 15/B
,,SHAH ALAM,SELANGOR,40200,JALAN UTAS C 15/C
,,SHAH ALAM,SELANGOR,40200,JALAN UTAS D 15/D
,,SHAH ALAM,SELANGOR,40200,KAMPUNG AIR KUNING 
,,SHAH ALAM,SELANGOR,40200,KAMPUNG AIR KUNING LOT 3428
,,SHAH ALAM,SELANGOR,40200,KAMPUNG KARUPPIAH
,,SHAH ALAM,SELANGOR,40200,KAMPUNG MUHIBBAH
,,SHAH ALAM,SELANGOR,40200,KAMPUNG PADANG JAWA
,,SHAH ALAM,SELANGOR,40200,KAMPUNG RAMBUTAN
,,SHAH ALAM,SELANGOR,40200,KAMPUNG RIMBA JAYA
,,SHAH ALAM,SELANGOR,40200,KAMPUNG SUNGAI RASAU
,,SHAH ALAM,SELANGOR,40200,LADANG MIDLANDS
,,SHAH ALAM,SELANGOR,40200,LORONG BALI
,,SHAH ALAM,SELANGOR,40200,LORONG CENDANA
,,SHAH ALAM,SELANGOR,40200,LORONG LEMBAH 1 - 2
,,SHAH ALAM,SELANGOR,40200,LORONG MELUR
,,SHAH ALAM,SELANGOR,40200,LORONG SRI AMAN
,,SHAH ALAM,SELANGOR,40200,PADANG JAWA
,,SHAH ALAM,SELANGOR,40200,PERSIARAN KEMAJUAN
,,SHAH ALAM,SELANGOR,40200,PERSIARAN RAJA MUDA
,,SHAH ALAM,SELANGOR,40200,PERSIARAN SELANGOR
,,SHAH ALAM,SELANGOR,40200,PERSIARAN SULTAN
,,SHAH ALAM,SELANGOR,40200,SHAH ALAM - SEKSYEN 15 - 18
,,SHAH ALAM,SELANGOR,40200,TAMAN GANESAN
,,SHAH ALAM,SELANGOR,40200,TAMAN KARUPIAH
,,SHAH ALAM,SELANGOR,40200,TAMAN MARIMARAN LOT 3429
,,SHAH ALAM,SELANGOR,40300,JALAN ANALISIS 23/13
,,SHAH ALAM,SELANGOR,40300,JALAN ANALISIS DUA 23/13B
,,SHAH ALAM,SELANGOR,40300,JALAN ANALISIS SATU 23/13A
,,SHAH ALAM,SELANGOR,40300,JALAN ASPARAGUS 24/11
,,SHAH ALAM,SELANGOR,40300,JALAN BAHARA 23/47
,,SHAH ALAM,SELANGOR,40300,JALAN BAHAS 23/15
,,SHAH ALAM,SELANGOR,40300,JALAN BAKUL 19/39
,,SHAH ALAM,SELANGOR,40300,JALAN BATAS 19/6
,,SHAH ALAM,SELANGOR,40300,JALAN BATAS DUA 19/6B
