id,NEGERI,PPD,Peringkat,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,PKHAS,longitude,latitude
798,PERAK,PPD HILIR PERAK,Rendah,Jenis Kebangsaan (T),ABD5117,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG RUBANA 1,LADANG RUBANA,36009,TELUK INTAN,TIADA,TIADA,ABD5117@moe.edu.my,Luar Bandar,SBK,29,10,TIADA,TIADA,100.970671,3.976339
799,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6099,SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMUNTING,JALAN EXPO,34600,KAMUNTING,58915541,58915541,ABD6099@moe.edu.my,Luar Bandar,SK,152,17,ADA,TIADA,100.720267,4.903906
800,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6101,SEKOLAH JENIS KEBANGSAAN (TAMIL) YMHA,JALAN STESEN HULU,34000,TAIPING,58061106,58061106,ABD6101@moe.edu.my,Bandar,SBK,158,16,TIADA,TIADA,100.733438,4.847322
801,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6102,SEKOLAH JENIS KEBANGSAAN (TAMIL) ST TERESA'S CONVENT,JALAN LONG JAAFAR,34000,TAIPING,58061490,58061490,ABD6102@moe.edu.my,Bandar,SBK,486,38,ADA,TIADA,100.73711,4.846214
802,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6103,SEKOLAH JENIS KEBANGSAAN (TAMIL) ULU SEPETANG,TAIPING,34010,TAIPING,58839612,58839612,ABD6103@moe.edu.my,Luar Bandar,SK,31,10,TIADA,TIADA,100.731958,4.964748
803,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6104,SEKOLAH JENIS KEBANGSAAN (TAMIL) SELAMA,JLN SIR CHULAN,34100,SELAMA,58394858,58394858,ABD6104@moe.edu.my,Luar Bandar,SK,142,18,ADA,TIADA,100.688745,5.222207
804,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6106,SEKOLAH JENIS KEBANGSAAN (TAMIL) PONDOK TANJUNG,JALAN PONDOKLAND,34010,TAIPING,58414154,TIADA,ABD6106@moe.edu.my,Luar Bandar,SBK,9,9,TIADA,TIADA,100.724978,5.005583
805,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6107,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG HOLYROOD,LADANG HOLYROOD,34100,SELAMA,58391994,TIADA,ABD6107@moe.edu.my,Luar Bandar,SK,3,3,TIADA,TIADA,100.710651,5.121381
806,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6108,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG MALAYA,JALAN TAIPING SELAMA,34100,SELAMA,58392142,58392142,ABD6108@moe.edu.my,Luar Bandar,SBK,14,11,TIADA,TIADA,100.697764,5.135505
807,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6110,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SIN WAH,JALAN LADANG SIN WAH,34600,KAMUNTING,58836578,58836578,ABD6110@moe.edu.my,Luar Bandar,SK,120,15,ADA,TIADA,100.719595,4.916262
808,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6112,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG LAUDERDALE,MATANG,34750,TAIPING,58477185,58477185,ABD6112@moe.edu.my,Luar Bandar,SBK,95,12,TIADA,TIADA,100.69223,4.813094
809,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6113,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG MATANG,LADANG MATANG,34750,MATANG,58410061,58410061,ABD6113@moe.edu.my,Luar Bandar,SBK,18,11,TIADA,TIADA,100.6868,4.7954
810,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6114,SEKOLAH JENIS KEBANGSAAN (TAMIL) KG JEBONG LAMA,KAMPUNG JEBONG LAMA,34700,SIMPANG,58410059,58410059,ABD6114@moe.edu.my,Luar Bandar,SBK,29,11,TIADA,TIADA,100.679526,4.837197
811,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6115,SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMPONG BARU BATU MATANG,KAMPONG BARU BATU MATANG,34750,MATANG,58412015,58412015,ABD6115@moe.edu.my,Luar Bandar,SBK,15,11,TIADA,TIADA,100.667632,4.847516
812,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6116,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GETAH TAIPING,"BATU 14, JALAN BRUAS",34800,TRONG,58577607,58577607,ABD6116@moe.edu.my,Luar Bandar,SBK,88,11,TIADA,TIADA,100.710549,4.68745
813,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6117,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ALLAGAR,BATU 20,34800,TRONG,58500046,TIADA,ABD6117@moe.edu.my,Luar Bandar,SBK,10,9,TIADA,TIADA,100.737629,4.598533
814,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6118,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG TEMERLOH,LADANG TEMERLOH,34800,TRONG,58545007,58545007,ABD6118@moe.edu.my,Luar Bandar,SK,18,12,TIADA,TIADA,100.696292,4.650757
815,PERAK,PPD LARUT/MATANG/SELAMA,Rendah,Jenis Kebangsaan (T),ABD6120,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG STOUGHTON,BATU KURAU,34510,BATU KURAU,58801085,58801085,ABD6120@moe.edu.my,Luar Bandar,SBK,18,10,TIADA,TIADA,100.770384,5.106461
816,PERAK,PPD HULU PERAK,Rendah,Jenis Kebangsaan (T),ABD7047,SEKOLAH JENIS KEBANGSAAN (TAMIL) KERUH,JALAN BETONG,33100,PENGKALAN HULU,44778909,44778909,ABD7047@moe.edu.my,Luar Bandar,SBK,59,15,TIADA,TIADA,101.000691,5.705661
817,PERAK,PPD HULU PERAK,Rendah,Jenis Kebangsaan (T),ABD7048,SEKOLAH JENIS KEBANGSAAN (TAMIL) GERIK,JALAN SULTAN ISKANDAR,33300,GERIK,57917490,57917490,ABD7048@moe.edu.my,Bandar,SK,20,12,TIADA,TIADA,101.127488,5.425183
818,PERAK,PPD HULU PERAK,Rendah,Jenis Kebangsaan (T),ABD7049,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KOTA LIMA,TAMAN KOTA TAMPAN,33400,LENGGONG,57960018,TIADA,ABD7049@moe.edu.my,Luar Bandar,SBK,3,7,TIADA,TIADA,100.965801,5.055581
819,PERAK,PPD PERAK TENGAH,Rendah,Jenis Kebangsaan (T),ABD8451,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GLENEALY,JALAN TAMAN SRI ARA,32800,PARIT,53772476,53772476,ABD8451@moe.edu.my,Luar Bandar,SBK,31,13,TIADA,TIADA,100.924435,4.465336
820,PERAK,PPD PERAK TENGAH,Rendah,Jenis Kebangsaan (T),ABD8452,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SERAPOH,LADANG SERAPOH,32810,PARIT,57432786,57432786,ABD8452@moe.edu.my,Luar Bandar,SBK,13,11,TIADA,TIADA,100.890001,4.52226
821,PERAK,PPD PERAK TENGAH,Rendah,Jenis Kebangsaan (T),ABD8453,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BULOH AKAR,LADANG BULUH AKAR,32810,PARIT,52563860,TIADA,ABD8453@moe.edu.my,Luar Bandar,SBK,24,11,TIADA,TIADA,100.874456,4.522525
822,PERAK,PPD KINTA SELATAN,Rendah,Jenis Kebangsaan (T),ABD9001,SEKOLAH JENIS KEBANGSAAN (TAMIL) GOPENG,JALAN KAMPAR,31600,GOPENG,53594657,53594657,ABD9001@moe.edu.my,Luar Bandar,SK,123,17,ADA,TIADA,101.16381,4.464871
823,PERAK,PPD KINTA SELATAN,Rendah,Jenis Kebangsaan (T),ABD9003,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KOTA BAHROE,LADANG KOTA BAHROE,31600,GOPENG,53592884,53592884,abd9003@moe.edu.my,Luar Bandar,SBK,44,12,ADA,TIADA,101.129115,4.425506
824,PERAK,PPD KINTA SELATAN,Rendah,Jenis Kebangsaan (T),ABD9004,SEKOLAH JENIS KEBANGSAAN (TAMIL) MAMBANG DIAWAN,MAMBANG DIAWAN,31950,MAMBANG DIAWAN,54666463,54666463,ABD9004@moe.edu.my,Luar Bandar,SK,66,12,ADA,TIADA,101.150641,4.270559
825,PERAK,PPD KINTA SELATAN,Rendah,Jenis Kebangsaan (T),ABD9005,SEKOLAH JENIS KEBANGSAAN (TAMIL) KAMPAR,JALAN ISKANDAR,31900,KAMPAR,54662507,54662507,ABD9005@moe.edu.my,Bandar,SK,177,20,ADA,TIADA,101.160319,4.301089
826,PERAK,PPD KINTA SELATAN,Rendah,Jenis Kebangsaan (T),ABD9006,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KAMPAR,LADANG KAMPAR,31900,KAMPAR,54666385,54666385,ABD9006@moe.edu.my,Luar Bandar,SBK,23,9,TIADA,TIADA,101.109451,4.269801
827,PERAK,PPD KINTA SELATAN,Rendah,Jenis Kebangsaan (T),ABD9007,SEKOLAH JENIS KEBANGSAAN (TAMIL) METHODIST,MALIM NAWAR,31700,MALIM NAWAR,54772682,54772682,ABD9007@moe.edu.my,Luar Bandar,SBK,21,10,TIADA,TIADA,101.109496,4.346798
828,PERAK,PPD BATANG PADANG,Rendah,Jenis Kebangsaan (T),ABDA001,SEKOLAH JENIS KEBANGSAAN (TAMIL) SLIM RIVER,KAMPUNG BARU,35800,SLIM RIVER,54527089,54527089,ABDA001@moe.edu.my,Luar Bandar,SK,167,24,ADA,TIADA,101.400348,3.832269
829,PERAK,PPD BATANG PADANG,Rendah,Jenis Kebangsaan (T),ABDA002,SEKOLAH JENIS KEBANGSAAN (TAMIL) SLIM VILLAGE,SLIM VILLAGE,35800,SLIM RIVER,54520148,54520148,ABDA002@moe.edu.my,Luar Bandar,SK,32,9,TIADA,TIADA,101.479834,3.850517
830,PERAK,PPD BATANG PADANG,Rendah,Jenis Kebangsaan (T),ABDA003,SEKOLAH JENIS KEBANGSAAN (TAMIL) TAN SRI DATO' MANICKAVASAGAM,JALAN KETOYONG,35900,TANJONG MALIM,54590759,54590759,ABDA003@moe.edu.my,Bandar,SK,191,26,ADA,TIADA,101.517739,3.686897
831,PERAK,PPD BATANG PADANG,Rendah,Jenis Kebangsaan (T),ABDA004,SEKOLAH JENIS KEBANGSAAN (TAMIL) TROLAK,PEKAN TROLAK,35700,TROLAK,TIADA,TIADA,ABDA004@moe.edu.my,Luar Bandar,SK,13,9,TIADA,TIADA,101.375383,3.891519
832,PERAK,PPD BATANG PADANG,Rendah,Jenis Kebangsaan (T),ABDA006,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG CLUNY,LADANG CLUNY,35800,SLIM RIVER,TIADA,TIADA,ABDA006@moe.edu.my,Luar Bandar,SBK,18,8,TIADA,TIADA,101.435936,3.844959
833,PERAK,PPD BATANG PADANG,Rendah,Jenis Kebangsaan (T),ABDA007,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KATOYANG,LADANG KATOYANG,35900,TANJONG MALIM,54584279,TIADA,ABDA007@moe.edu.my,Luar Bandar,SBK,96,11,TIADA,TIADA,101.493552,3.709525
834,PERAK,PPD BATANG PADANG,Rendah,Jenis Kebangsaan (T),ABDA008,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BEHRANG RIVER,LADANG BEHRANG RIVER,35900,TANJONG MALIM,TIADA,TIADA,ABDA008@moe.edu.my,Luar Bandar,SBK,59,10,TIADA,TIADA,101.480724,3.722436
835,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB001,SEKOLAH JENIS KEBANGSAAN (TAMIL) BARATHI,JALAN SABAK BERNAM,36400,HUTAN MELINTANG,56414310,56414310,ABD5105@moe.edu.my,Luar Bandar,SBK,289,26,TIADA,TIADA,100.939137,3.894493
836,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB002,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JENDARATA 1,"BATU 9.5 KILOMETER, JALAN MAHARAJALELA",36009,TELUK INTAN,TIADA,TIADA,ABD5119@moe.edu.my,Luar Bandar,SBK,57,13,TIADA,TIADA,100.962848,3.914283
837,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB003,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JENDARATA BHG 2,LADANG JENDARATA 2,36009,TELUK INTAN,TIADA,TIADA,ABD5120@moe.edu.my,Luar Bandar,SBK,20,10,TIADA,TIADA,100.978043,3.897419
838,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB004,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JENDARATA BHG 3,JALAN SABAK BERNAM,36009,TELUK INTAN,56412105,56412105,ABD5121@moe.edu.my,Luar Bandar,SBK,48,11,TIADA,TIADA,100.968166,3.852076
839,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB005,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG TELUK BULOH,"LADANG TELUK BULOH, JALAN SABAK BERNAM",36400,TELUK INTAN,TIADA,TIADA,ABD5122@moe.edu.my,Luar Bandar,SBK,144,16,TIADA,TIADA,100.953069,3.876731
840,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB006,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JENDARATA BAHAGIAN ALPHA BERNAM,"JALAN SABAK BERNAM, LADANG ALPHA BERNAM",36009,TELUK INTAN,TIADA,TIADA,ABD5123@moe.edu.my,Luar Bandar,SBK,26,11,TIADA,TIADA,100.971827,3.826325
841,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB007,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG FLEMINGTON,"PETI SURAT 22,LADANG FLEMINGTON,BATU 16",36300,SUNGAI SUMUN,56411495,56411495,ABD5124@moe.edu.my,Luar Bandar,SBK,33,12,TIADA,TIADA,100.872157,3.890583
842,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB008,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG TELUK BHARU,LADANG TELUK BARU,36300,SUNGAI SUMUN,56480086,TIADA,ABD5125@moe.edu.my,Luar Bandar,SBK,27,11,TIADA,TIADA,100.844196,3.890817
843,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB009,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KUALA BERNAM,JALAN BAGAN DATOH BATU 18 SUNGAI SUMUN,36009,BAGAN DATOH,TIADA,TIADA,ABD5126@moe.edu.my,Luar Bandar,SBK,20,10,TIADA,TIADA,100.83723,3.90206
844,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB010,SEKOLAH JENIS KEBANGSAAN (TAMIL & TELUGU) BAGAN DATOH,"KM 45, JALAN BAGAN DATOH",36100,BAGAN DATOH,56466194,56466242,ABD5136@moe.edu.my,Luar Bandar,SK,18,12,ADA,TIADA,100.786967,3.981728
845,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB011,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG STRATHMASHIE,"LADANG STRATHMASHIE, JLN BG DATOH",36100,BAGAN DATOH,TIADA,TIADA,ABD5137@moe.edu.my,Luar Bandar,SBK,10,10,TIADA,TIADA,100.822366,4.010494
846,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB012,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG NEW COCONUT,LADANG NEW COCONUT,36300,SUNGAI SUMUN,56488177,TIADA,ABD5139@moe.edu.my,Luar Bandar,SBK,29,10,TIADA,TIADA,100.866939,3.942062
847,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB013,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG ULU BERNAM 2,LADANG ULU BERNAM 2,36500,ULU BERNAM,TIADA,TIADA,ABD5141@moe.edu.my,Luar Bandar,SK,18,14,ADA,TIADA,101.17132,3.737006
848,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB014,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG SUNGAI SAMAK,OFF JALAN SABAK BERNAM,36500,ULU BERNAM,56366652,56366652,ABD5145@moe.edu.my,Luar Bandar,SK,37,12,ADA,TIADA,101.146004,3.750594
849,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB015,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KAMATCHY,"BATU 9, JALAN HUTAN MELINTANG",36400,HUTAN MELINTANG,TIADA,TIADA,ABD5146@moe.edu.my,Luar Bandar,SBK,95,11,TIADA,TIADA,100.944355,3.93177
850,PERAK,PPD BAGAN DATUK,Rendah,Jenis Kebangsaan (T),ABDB016,SEKOLAH JENIS KEBANGSAAN (TAMIL) TUN SAMBANTHAN,BAGAN PASIR,36300,SUNGAI SUMUN,56488716,56480560,ABD5147@moe.edu.my,Luar Bandar,SK,66,16,ADA,TIADA,100.818313,3.891323
851,PERAK,PPD KRIAN,Rendah,Kebangsaan,ACT3001,SEKOLAH RENDAH ISLAM AL-EHYA ASSHARIFF,GUNONG SEMANGGOL SIMPANG EMPAT,34400,SEMANGGOL,58902441,58902441,ACT3001@moe.edu.my,Luar Bandar,SBK,195,19,ADA,TIADA,100.651459,4.956505
852,PERAK,PPD KRIAN,Rendah,Kebangsaan,ACT3002,SRA AR-RIDHWANIAH,"TELOK MEDAN, JALAN TAIPING",34300,BAGAN SERAI,57214251,57214251,ACT3002@moe.edu.my,Luar Bandar,SBK,291,26,TIADA,TIADA,100.583076,4.984251
853,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0033,SEKOLAH MENENGAH KEBANGSAAN HAMID KHAN,JALAN DAMAI,35000,TAPAH,54011181,54014200,AEA0033@moe.edu.my,Bandar,SK,603,57,TIADA,TIADA,101.259244,4.192254
854,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0035,SEKOLAH MENENGAH KEBANGSAAN TROLAK SELATAN,FELDA TROLAK SELATAN,35600,SUNGKAI,54322303,54321125,AEA0035@moe.edu.my,Luar Bandar,SK,453,58,TIADA,TIADA,101.387512,3.922807
855,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0037,SEKOLAH MENENGAH KEBANGSAAN (FELDA) BESOUT,FELDA GUNUNG BESOUT 1,35600,SUNGKAI,54311721,54313292,AEA0037@moe.edu.my,Luar Bandar,SK,446,54,TIADA,ADA,101.289064,3.843729
856,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0038,SEKOLAH MENENGAH KEBANGSAAN SUNGAI KERUIT,SIMPANG SUNGAI KLAH,35600,SUNGKAI,54388308,54386443,AEA0038@moe.edu.my,Luar Bandar,SK,321,49,TIADA,ADA,101.322679,3.979733
857,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0039,SEKOLAH MENENGAH KEBANGSAAN AIR KUNING,JALAN DEGONG,31920,MAMBANG DI AWAN,54789879,54780684,AEA0039@moe.edu.my,Luar Bandar,SK,669,56,TIADA,TIADA,101.140212,4.196784
858,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0040,SEKOLAH MENENGAH KEBANGSAAN CHENDERIANG,"KM 2, JALAN TEMOH TAPAH",35350,TEMOH,54199328,54190145,AEA0040@moe.edu.my,Luar Bandar,SK,476,51,TIADA,TIADA,101.206595,4.234803
859,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0041,SEKOLAH MENENGAH KEBANGSAAN TAPAH,JALAN BIDOR LAMA,35000,TAPAH,54013677,54011296,AEA0041@moe.edu.my,Luar Bandar,SK,176,56,TIADA,ADA,101.267576,4.180286
860,PERAK,PPD BATANG PADANG,Menengah,SM Kebangsaan,AEA0042,SEKOLAH MENENGAH KEBANGSAAN BIDOR,JALAN TELUK INTAN,35500,BIDOR,54347127,54340400,AEA0042@moe.edu.my,Luar Bandar,SK,690,76,TIADA,ADA,101.276335,4.116092
861,PERAK,PPD BATANG PADANG,Menengah,SM Berasrama Penuh,AEA0043,SEKOLAH MENENGAH SAINS TAPAH,"BATU 2, JALAN PAHANG",35000,TAPAH,54018745,54018743,AEA0043@moe.edu.my,Luar Bandar,SK,752,72,TIADA,TIADA,101.281601,4.218959
862,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1109,SEKOLAH MENENGAH KEBANGSAAN SERI MANJUNG,SERI MANJUNG,32040,SERI MANJUNG,56881372,56887133,AEA1109@moe.edu.my,Bandar,SK,1327,109,TIADA,TIADA,100.664386,4.186882
863,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1110,SEKOLAH MENENGAH KEBANGSAAN AHMAD BOESTAMAM,JLN HJ MOHD ALI,32000,SITIAWAN,56911552,56927724,AEA1110@moe.edu.my,Bandar,SK,1033,113,TIADA,TIADA,100.692898,4.223652
864,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1111,SEKOLAH MENENGAH KEBANGSAAN PANGKALAN TLDM,PANGKALAN TLDM LUMUT,32100,LUMUT,56835848,56833601,AEA1111@moe.edu.my,Luar Bandar,SK,627,64,TIADA,ADA,100.61687,4.2153
865,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1112,SEKOLAH MENENGAH KEBANGSAAN BATU SEPULUH,LEKIR,32020,SITIAWAN,56798310,56798314,AEA1112@moe.edu.my,Luar Bandar,SK,942,91,TIADA,ADA,100.770362,4.126308
866,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1113,SEKOLAH MENENGAH KEBANGSAAN PANTAI REMIS,JALAN TAMAN BINTANG,34900,PANTAI REMIS,56775484,56779400,AEA1113@moe.edu.my,Luar Bandar,SK,851,77,TIADA,ADA,100.640636,4.4477
867,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1114,SEKOLAH MENENGAH KEBANGSAAN SERI SAMUDERA,MANJUNG RAYA,32040,SERI MANJUNG,56882140,56882161,AEA1114@moe.edu.my,Bandar,SK,1031,93,TIADA,ADA,100.657707,4.207109
868,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1115,SEKOLAH MENENGAH KEBANGSAAN CHANGKAT BERUAS,JALAN TAIPING,32700,BERUAS,56749655,56748240,AEA1115@moe.edu.my,Luar Bandar,SK,295,42,TIADA,ADA,100.767799,4.506188
869,PERAK,PPD MANJUNG,Menengah,SM Kebangsaan,AEA1116,SEKOLAH MENENGAH KEBANGSAAN KG. DATO' SERI KAMARUDDIN,SERI MANJUNG,32040,SERI MANJUNG,56881332,56881394,AEA1116@moe.edu.my,Bandar,SK,660,59,TIADA,ADA,100.653659,4.184534
870,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2041,SEKOLAH MENENGAH KEBANGSAAN RAJA CHULAN,JALAN DAIRY,31400,IPOH,55457082,55456289,AEA2041@moe.edu.my,Bandar,SK,755,82,TIADA,TIADA,101.124293,4.58941
871,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2043,SEKOLAH MENENGAH KEBANGSAAN JALAN PASIR PUTEH,JALAN PASIR PUTEH,31650,IPOH,52530520,52557442,AEA2043@moe.edu.my,Bandar,SK,819,75,TIADA,ADA,101.081631,4.580331
872,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2044,SEKOLAH MENENGAH KEBANGSAAN GUNUNG RAPAT,JLN TEOH KIM SWEE,31350,IPOH,53122855,53132067,AEA2044@moe.edu.my,Bandar,SK,788,71,TIADA,TIADA,101.133548,4.569944
873,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2045,SEKOLAH MENENGAH KEBANGSAAN RAJA PERMAISURI BAINUN,"JALAN INTAN, KAMPUNG DATO' AHMAD SAID",30020,IPOH,55267522,55265334,AEA2045@moe.edu.my,Bandar,SK,457,56,TIADA,TIADA,101.076632,4.628072
874,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2046,SEKOLAH MENENGAH KEBANGSAAN DATO' HJ. MOHD TAIB,JALAN SEKOLAH,31200,CHEMOR,52011808,52014029,AEA2046@moe.edu.my,Luar Bandar,SK,1135,105,TIADA,TIADA,101.117047,4.725119
875,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2047,SEKOLAH MENENGAH KEBANGSAAN SERI KELEDANG,PERSIARAN KELEDANG TIMUR 2,31450,MENGLEMBU,52813240,52823433,AEA2047@moe.edu.my,Bandar,SK,1610,109,TIADA,TIADA,101.046766,4.574314
876,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2048,SEKOLAH MENENGAH KEBANGSAAN KG. DATO' AHMAD SAID,LEBUH RAJAWALI,30020,IPOH,55270020,55282218,AEA2048@moe.edu.my,Bandar,SK,590,65,TIADA,ADA,101.066402,4.628013
877,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2049,SEKOLAH MENENGAH KEBANGSAAN KG PASIR PUTEH,JALAN PENGKALAN BARAT 18,31650,IPOH,53225150,53221615,AEA2049@moe.edu.my,Bandar,SK,1094,105,TIADA,TIADA,101.07086,4.553337
878,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2050,SEKOLAH MENENGAH KEBANGSAAN SERI AMPANG,JALAN GUNUNG RAPAT,31350,IPOH,53130929,53115385,AEA2050@moe.edu.my,Bandar,SK,1111,103,TIADA,ADA,101.125696,4.576064
879,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2051,SEKOLAH MENENGAH KEBANGSAAN JALAN TASEK,"JALAN SULTAN AZLAN SHAH (U), TAMAN TASEK INDRA",31400,IPOH,55497606,55450058,AEA2051@moe.edu.my,Bandar,SK,1209,116,TIADA,TIADA,101.117525,4.629966
880,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2052,SEKOLAH MENENGAH KEBANGSAAN SIMPANG PULAI,TAMAN BANDAR PULAI JAYA,31300,KG. KEPAYANG,53575627,53576516,AEA2052@moe.edu.my,Luar Bandar,SK,1037,81,TIADA,TIADA,101.119763,4.522009
881,PERAK,PPD KINTA UTARA,Menengah,SM Kebangsaan,AEA2053,SEKOLAH MENENGAH KEBANGSAAN LAHAT,"PERSIARAN LAHAT BARU 6,  BANDAR LAHAT BARU",31500,LAHAT,53228995,53235041,AEA2053@moe.edu.my,Bandar,SK,462,45,TIADA,ADA,101.042679,4.535412
